port,description,risk_score,risk_reason
8043,FireScope Server,20,Open port default risk
8044,FireScope Management Interface,20,Open port default risk
8051,Rocrail Client Service,20,Open port default risk
8052,Senomix Timesheets Server,20,Open port default risk
8053,Senomix Timesheets Client [1 year assignment],20,Open port default risk
8054,Senomix Timesheets Server [1 year assignment],20,Open port default risk
8055,Senomix Timesheets Server [1 year assignment],20,Open port default risk
8056,Senomix Timesheets Server [1 year assignment],20,Open port default risk
8057,Senomix Timesheets Client [1 year assignment],20,Open port default risk
8058,Senomix Timesheets Client [1 year assignment],20,Open port default risk
8059,Senomix Timesheets Client [1 year assignment],20,Open port default risk
8060,Asymmetric Extended Route Optimization (AERO),20,Open port default risk
8066,Toad BI Application Server,20,Open port default risk
8067,Infinidat async replication,20,Open port default risk
8070,Oracle Unified Communication Suite's Indexed Search Converter,20,Open port default risk
8074,Gadu-Gadu,20,Open port default risk
8077,Mles is a client-server data distribution protocol targeted to serve as a lightweight and reliable distributed publish/subscribe database service.,20,Open port default risk
8080,HTTP Alternate (see port 80),20,Open port default risk
8081,Sun Proxy Admin Service,20,Open port default risk
8082,Utilistor (Client),20,Open port default risk
8083,Utilistor (Server),20,Open port default risk
8086,Distributed SCADA Networking Rendezvous Port,20,Open port default risk
8087,Riak. Simplify Media SPP Protocol,90,High risk database
8088,Radan HTTP,20,Open port default risk
8090,Vehicle to station messaging,20,Open port default risk
8091,Jam Link Framework,20,Open port default risk
8097,SAC Port Id,20,Open port default risk
8098,Riak DB,90,High risk database
8100,Xprint Server,20,Open port default risk
8101,Logical Domains Migration,20,Open port default risk
8102,Oracle Kernel zones migration server,20,Open port default risk
8115,MTL8000 Matrix,20,Open port default risk
8116,Check Point Clustering,20,Open port default risk
8117,Purity replication clustering and remote management,20,Open port default risk
8118,Privoxy HTTP proxy,20,Open port default risk
8121,Apollo Data Port,20,Open port default risk
8122,Apollo Admin Port,20,Open port default risk
8128,PayCash Online Protocol,20,Open port default risk
8129,PayCash Wallet-Browser,20,Open port default risk
8130,INDIGO-VRMI,20,Open port default risk
8131,INDIGO-VBCP,20,Open port default risk
8132,dbabble,20,Open port default risk
8140,The Puppet master service,20,Open port default risk
8148,i-SDD file transfer,20,Open port default risk
8149,Edge of Reality game data,20,Open port default risk
8153,QuantaStor Management Interface,20,Open port default risk
8160,Patrol,20,Open port default risk
8161,Patrol SNMP,20,Open port default risk
8162,LPAR2RRD client server communication,20,Open port default risk
8181,Intermapper network management system,20,Open port default risk
8182,VMware Fault Domain Manager,20,Open port default risk
8183,ProRemote,20,Open port default risk
8184,Remote iTach Connection,20,Open port default risk
8190,Generic control plane for RPHY,20,Open port default risk
8191,Limner Pressure,20,Open port default risk
8192,SpyTech Phone Service,20,Open port default risk
8194,Bloomberg data API,20,Open port default risk
8195,Bloomberg feed,20,Open port default risk
8199,VVR DATA,20,Open port default risk
8200,TRIVNET,20,Open port default risk
8201,TRIVNET,20,Open port default risk
8202,Audio+Ethernet Standard Open Protocol,20,Open port default risk
8204,LM Perfworks,20,Open port default risk
8205,LM Instmgr,20,Open port default risk
8206,LM Dta,20,Open port default risk
8207,LM SServer,20,Open port default risk
8208,LM Webwatcher,20,Open port default risk
8230,RexecJ Server,20,Open port default risk
8231,HNCP,20,Open port default risk
8232,HNCP over DTLS,20,Open port default risk
8243,Synapse Non Blocking HTTPS,20,Open port default risk
8270,Robot Framework Remote Library Interface,20,Open port default risk
8276,Pando Media Controlled Distribution,20,Open port default risk
8280,Synapse Non Blocking HTTP,20,Open port default risk
8282,Libelle EnterpriseBus,20,Open port default risk
8292,Bloomberg professional,20,Open port default risk
8293,Hiperscan Identification Service,20,Open port default risk
8294,Bloomberg intelligent client,20,Open port default risk
8300,Transport Management Interface,20,Open port default risk
8301,Amberon PPC/PPS,20,Open port default risk
8313,Hub Open Network,20,Open port default risk
8320,Thin(ium) Network Protocol,20,Open port default risk
8321,Thin(ium) Network Protocol,20,Open port default risk
8322,Garmin Marine,20,Open port default risk
8351,Server Find,20,Open port default risk
8376,Cruise ENUM,20,Open port default risk
8377,Cruise SWROUTE,20,Open port default risk
8378,Cruise CONFIG,20,Open port default risk
8379,Cruise DIAGS,20,Open port default risk
8380,Cruise UPDATE,20,Open port default risk
8383,M2m Services,20,Open port default risk
8384,Marathon Transport Protocol,20,Open port default risk
8400,cvd,20,Open port default risk
8401,sabarsd,20,Open port default risk
8402,abarsd,20,Open port default risk
8403,admind,20,Open port default risk
8404,SuperVault Cloud,20,Open port default risk
8405,SuperVault Backup,20,Open port default risk
8415,Delphix Session Protocol,20,Open port default risk
8416,eSpeech Session Protocol,20,Open port default risk
8417,eSpeech RTP Protocol,20,Open port default risk
8423,Aristech text-to-speech server,20,Open port default risk
8442,CyBro A-bus Protocol,20,Open port default risk
8443,PCsync HTTPS,20,Open port default risk
8444,PCsync HTTP,20,Open port default risk
8445,Port for copy peer sync feature,20,Open port default risk
8450,npmp,20,Open port default risk
8457,Nexenta Management GUI,20,Open port default risk
8470,Cisco Address Validation Protocol,20,Open port default risk
8471,PIM over Reliable Transport,20,Open port default risk
8472,Overlay Transport Virtualization (OTV),20,Open port default risk
8473,Virtual Point to Point,20,Open port default risk
8474,AquaMinds NoteShare,20,Open port default risk
8500,Flight Message Transfer Protocol,20,Open port default risk
8501,CYTEL Message Transfer Management,20,Open port default risk
8502,FTN Message Transfer Protocol,20,Open port default risk
8503,MPLS LSP Self-Ping,20,Open port default risk
8529,ArangoDB,90,High risk database
8554,RTSP Alternate (see port 554),20,Open port default risk
8555,SYMAX D-FENCE,20,Open port default risk
8567,DOF Tunneling Protocol,20,Open port default risk
8600,Surveillance Data,20,Open port default risk
8609,Canon Compact Printer Protocol Discovery,20,Open port default risk
8610,Canon MFNP Service,20,Open port default risk
8611,Canon BJNP Port 1,20,Open port default risk
8612,Canon BJNP Port 2,20,Open port default risk
8613,Canon BJNP Port 3,20,Open port default risk
8614,Canon BJNP Port 4,20,Open port default risk
8615,Imink Service Control,20,Open port default risk
8665,Monetra,20,Open port default risk
8666,Monetra Administrative Access,20,Open port default risk
8675,Motorola Solutions Customer Programming Software for Radio Management,20,Open port default risk
8686,Sun App Server - JMX/RMI,20,Open port default risk
8688,OpenRemote Controller HTTP/REST,20,Open port default risk
8699,VNYX Primary Port,20,Open port default risk
8711,Nuance Voice Control,20,Open port default risk
8732,DASGIP Net Services,20,Open port default risk
8733,iBus,20,Open port default risk
8750,DEY Storage Key Negotiation,20,Open port default risk
8763,MC-APPSERVER,20,Open port default risk
8764,OPENQUEUE,20,Open port default risk
8765,Ultraseek HTTP,20,Open port default risk
8766,Agilent Connectivity Service,20,Open port default risk
8770,Digital Photo Access Protocol (iPhoto),20,Open port default risk
8778,Stonebranch Universal Enterprise Controller,20,Open port default risk
8786,Message Client,20,Open port default risk
8787,Message Server,20,Open port default risk
8793,Accedian Performance Measurement,20,Open port default risk
8800,Sun Web Server Admin Service,20,Open port default risk
8804,truecm,20,Open port default risk
8805,Destination Port number for PFCP,20,Open port default risk
8808,STATSports Broadcast Service,20,Open port default risk
8873,dxspider linking protocol,20,Open port default risk
8880,CDDBP,20,Open port default risk
8881,Galaxy4D Online Game Engine,20,Open port default risk
8883,Secure MQTT,20,Open port default risk
8888,NewsEDGE server TCP (TCP 1),20,Open port default risk
8889,Desktop Data TCP 1,20,Open port default risk
8890,Desktop Data TCP 2,20,Open port default risk
8891,Desktop Data TCP 3: NESS application,20,Open port default risk
8892,Desktop Data TCP 4: FARM product,20,Open port default risk
8893,Desktop Data TCP 5: NewsEDGE/Web application,20,Open port default risk
8894,Desktop Data TCP 6: COAL application,20,Open port default risk
8899,ospf-lite,20,Open port default risk
8900,JMB-CDS 1,20,Open port default risk
8901,JMB-CDS 2,20,Open port default risk
8910,manyone-http,20,Open port default risk
8911,manyone-xml,20,Open port default risk
8912,Windows Client Backup,20,Open port default risk
8913,Dragonfly System Service,20,Open port default risk
8937,Transaction Warehouse Data Service,20,Open port default risk
8953,unbound dns nameserver control,20,Open port default risk
8954,Cumulus Admin Port,20,Open port default risk
8980,Network of Devices Provider,20,Open port default risk
8981,Network of Devices Client,20,Open port default risk
8989,Sun Web Server SSL Admin Service,20,Open port default risk
8990,webmail HTTP service,20,Open port default risk
8991,webmail HTTPS service,20,Open port default risk
8997,Oracle Messaging Server Event Notification Service,20,Open port default risk
8998,Canto RoboFlow Control,20,Open port default risk
8999,Brodos Crypto Trade Protocol,20,Open port default risk
9000,CSlistener,20,Open port default risk
9001,ETL Service Manager,20,Open port default risk
9002,DynamID authentication,20,Open port default risk
9005,Golem Inter-System RPC,20,Open port default risk
9006,De-Commissioned Port,20,Open port default risk
9007,Open Grid Services Client,20,Open port default risk
9008,Open Grid Services Server,20,Open port default risk
9009,Pichat Server,20,Open port default risk
9010,Secure Data Replicator Protocol,20,Open port default risk
9011,D-Star Routing digital voice+data for amateur radio,20,Open port default risk
9020,TAMBORA,20,Open port default risk
9021,Pangolin Identification,20,Open port default risk
9022,PrivateArk Remote Agent,20,Open port default risk
9023,Secure Web Access - 1,20,Open port default risk
9024,Secure Web Access - 2,20,Open port default risk
9025,Secure Web Access - 3,20,Open port default risk
9026,Secure Web Access - 4,20,Open port default risk
9042,Cassandra DB,90,High risk database
9050,Versiera Agent Listener,20,Open port default risk
9051,Fusion-io Central Manager Service,20,Open port default risk
9060,CardWeb request-response I/O exchange,20,Open port default risk
9080,Groove GLRPC,20,Open port default risk
9081,Required for Adaptive Quality of Service,20,Open port default risk
9082,LCS Application Protocol,20,Open port default risk
9083,EMC PowerPath Mgmt Service,20,Open port default risk
9084,IBM AURORA Performance Visualizer,20,Open port default risk
9085,IBM Remote System Console,20,Open port default risk
9086,Vesa Net2Display,20,Open port default risk
9087,Classic Data Server,20,Open port default risk
9088,IBM Informix SQL Interface,20,Open port default risk
9089,IBM Informix SQL Interface - Encrypted,20,Open port default risk
9090,WebSM,20,Open port default risk
9091,xmltec-xmlmail,20,Open port default risk
9092,Xml-Ipc Server Reg,20,Open port default risk
9093,Copycat database replication service,20,Open port default risk
9100,PDL Data Streaming Port,20,Open port default risk
9101,Bacula Director,20,Open port default risk
9102,Bacula File Daemon,20,Open port default risk
9103,Bacula Storage Daemon,20,Open port default risk
9104,PeerWire,20,Open port default risk
9105,Xadmin Control Service,20,Open port default risk
9106,Astergate Control Service,20,Open port default risk
9107,AstergateFax Control Service,20,Open port default risk
9119,MXit Instant Messaging,20,Open port default risk
9122,Global Relay compliant mobile instant messaging protocol,20,Open port default risk
9123,Global Relay compliant instant messaging protocol,20,Open port default risk
9131,Dynamic Device Discovery,20,Open port default risk
9160,apani1,20,Open port default risk
9161,apani2,20,Open port default risk
9162,apani3,20,Open port default risk
9163,apani4,20,Open port default risk
9164,apani5,20,Open port default risk
9191,Sun AppSvr JPDA,20,Open port default risk
9200,WAP connectionless session service,20,Open port default risk
9201,WAP session service,20,Open port default risk
9202,WAP secure connectionless session service,20,Open port default risk
9203,WAP secure session service,20,Open port default risk
9204,WAP vCard,20,Open port default risk
9205,WAP vCal,20,Open port default risk
9206,WAP vCard Secure,20,Open port default risk
9207,WAP vCal Secure,20,Open port default risk
9208,rjcdb vCard,20,Open port default risk
9209,ALMobile System Service,20,Open port default risk
9210,OMA Mobile Location Protocol,20,Open port default risk
9211,OMA Mobile Location Protocol Secure,20,Open port default risk
9212,Server View dbms access,20,Open port default risk
9213,ServerStart RemoteControl,20,Open port default risk
9214,IPDC ESG BootstrapService,20,Open port default risk
9215,Integrated Setup and Install Service,20,Open port default risk
9216,Aionex Communication Management Engine,20,Open port default risk
9217,FSC Communication Port,20,Open port default risk
9222,QSC Team Coherence,20,Open port default risk
9255,Manager On Network,20,Open port default risk
9277,GPS Data transmitted from train to ground network,20,Open port default risk
9278,Pegasus GPS Platform,20,Open port default risk
9279,Pegaus GPS System Control Interface,20,Open port default risk
9280,Predicted GPS,20,Open port default risk
9281,SofaWare transport port 1,20,Open port default risk
9282,SofaWare transport port 2,20,Open port default risk
9283,CallWaveIAM,20,Open port default risk
9284,VERITAS Information Serve,20,Open port default risk
9285,N2H2 Filter Service Port,20,Open port default risk
9286,n2 monitoring receiver,20,Open port default risk
9287,Cumulus,20,Open port default risk
9292,ArmTech Daemon,20,Open port default risk
9293,StorView Client,20,Open port default risk
9294,ARMCenter http Service,20,Open port default risk
9295,ARMCenter https Service,20,Open port default risk
9300,Virtual Racing Service,20,Open port default risk
9306,Sphinx search server (MySQL listener),20,Open port default risk
9312,Sphinx search server,20,Open port default risk
9318,PKIX TimeStamp over TLS,20,Open port default risk
9321,guibase,20,Open port default risk
9343,MpIdcMgr,20,Open port default risk
9344,Mphlpdmc,20,Open port default risk
9345,Rancher Agent,20,Open port default risk
9346,C Tech Licensing,20,Open port default risk
9374,fjdmimgr,20,Open port default risk
9380,Brivs! Open Extensible Protocol,20,Open port default risk
9387,D2D Configuration Service,20,Open port default risk
9388,D2D Data Transfer Service,20,Open port default risk
9389,Active Directory Web Services,20,Open port default risk
9390,OpenVAS Transfer Protocol,20,Open port default risk
9396,fjinvmgr,20,Open port default risk
9397,MpIdcAgt,20,Open port default risk
9400,Samsung Twain for Network Server,20,Open port default risk
9401,Samsung Twain for Network Client,20,Open port default risk
9402,Samsung PC2FAX for Network Server,20,Open port default risk
9418,git pack transfer service,20,Open port default risk
9443,WSO2 Tungsten HTTPS,20,Open port default risk
9444,WSO2 ESB Administration Console HTTPS,20,Open port default risk
9445,MindArray Systems Console Agent,20,Open port default risk
9450,Sentinel Keys Server,20,Open port default risk
9500,ismserver,20,Open port default risk
9522,SMA Speedwire,20,Open port default risk
9535,Management Suite Remote Control,20,Open port default risk
9536,Surveillance buffering function,20,Open port default risk
9555,Trispen Secure Remote Access,20,Open port default risk
9592,LANDesk Gateway,20,Open port default risk
9593,LANDesk Management Agent (cba8),20,Open port default risk
9594,Message System,20,Open port default risk
9595,Ping Discovery Service,20,Open port default risk
9596,Mercury Discovery,20,Open port default risk
9597,PD Administration,20,Open port default risk
9598,Very Simple Ctrl Protocol,20,Open port default risk
9599,Robix,20,Open port default risk
9600,MICROMUSE-NCPW,20,Open port default risk
9612,StreamComm User Directory,20,Open port default risk
9614,iADT Protocol over TLS,20,Open port default risk
9616,eRunbook Agent,20,Open port default risk
9617,eRunbook Server,20,Open port default risk
9618,Condor Collector Service,20,Open port default risk
9628,ODBC Pathway Service,20,Open port default risk
9629,UniPort SSO Controller,20,Open port default risk
9630,Peovica Controller,20,Open port default risk
9631,Peovica Collector,20,Open port default risk
9632,Mobile-C Communications,20,Open port default risk
9640,ProQueSys Flows Service,20,Open port default risk
9666,Zoom Control Panel Game Server Management,20,Open port default risk
9667,Cross-platform Music Multiplexing System,20,Open port default risk
9668,tec5 Spectral Device Control Protocol,20,Open port default risk
9694,T-Mobile Client Wakeup Message,20,Open port default risk
9695,Content Centric Networking,20,Open port default risk
9700,Board M.I.T. Service,20,Open port default risk
9747,L5NAS Parallel Channel,20,Open port default risk
9750,Board M.I.T. Synchronous Collaboration,20,Open port default risk
9753,rasadv,20,Open port default risk
9762,WSO2 Tungsten HTTP,20,Open port default risk
9800,WebDav Source Port,20,Open port default risk
9801,Sakura Script Transfer Protocol-2,20,Open port default risk
9802,WebDAV Source TLS/SSL,20,Open port default risk
9875,Session Announcement v1,20,Open port default risk
9876,Session Director,20,Open port default risk
9878,The KX509 Kerberized Certificate Issuance Protocol in Use in 2012,20,Open port default risk
9888,CYBORG Systems,20,Open port default risk
9889,Port for Cable network related data proxy or repeater,20,Open port default risk
9898,MonkeyCom,20,Open port default risk
9899,SCTP TUNNELING,20,Open port default risk
9900,IUA,20,Open port default risk
9901,enrp server channel,20,Open port default risk
9902,enrp/tls server channel,20,Open port default risk
9903,Multicast Ping Protocol,20,Open port default risk
9909,domaintime,20,Open port default risk
9911,SYPECom Transport Protocol,20,Open port default risk
9925,XYBRID Cloud,20,Open port default risk
9950,APC 9950,20,Open port default risk
9951,APC 9951,20,Open port default risk
9952,APC 9952,20,Open port default risk
9954,HaloteC Instrument Network Protocol,20,Open port default risk
9955,Contact Port for AllJoyn standard messaging,20,Open port default risk
9956,Alljoyn Name Service,20,Open port default risk
9966,OKI Data Network Setting Protocol,20,Open port default risk
9978,XYBRID RT Server,20,Open port default risk
9979,Valley Information Systems Weather station data,20,Open port default risk
9981,Event sourcing database engine with a built-in programming language,20,Open port default risk
9987,DSM/SCM Target Interface,20,Open port default risk
9988,Software Essentials Secure HTTP server,20,Open port default risk
9990,OSM Applet Server,20,Open port default risk
9991,OSM Event Server,20,Open port default risk
9992,OnLive-1,20,Open port default risk
9993,OnLive-2,20,Open port default risk
9994,OnLive-3,20,Open port default risk
9995,Palace-4,20,Open port default risk
9996,Palace-5,20,Open port default risk
9997,Palace-6,20,Open port default risk
9998,Distinct32,20,Open port default risk
9999,distinct,20,Open port default risk
10000,Network Data Management Protocol,20,Open port default risk
10001,SCP Configuration,20,Open port default risk
10002,EMC-Documentum Content Server Product,20,Open port default risk
10003,EMC-Documentum Content Server Product,20,Open port default risk
10004,EMC Replication Manager Client,20,Open port default risk
10005,EMC Replication Manager Server,20,Open port default risk
10006,Sync replication protocol among different NetApp platforms,20,Open port default risk
10007,MVS Capacity,20,Open port default risk
10008,Octopus Multiplexer,20,Open port default risk
10009,Systemwalker Desktop Patrol,20,Open port default risk
10010,ooRexx rxapi services,20,Open port default risk
10020,Hardware configuration and maintenance,20,Open port default risk
10023,Comtech EF-Data's Vipersat Management Protocol,20,Open port default risk
10050,Zabbix Agent,20,Open port default risk
10051,Zabbix Trapper,20,Open port default risk
10055,Quantapoint FLEXlm Licensing Service,20,Open port default risk
10080,Amanda,20,Open port default risk
10081,FAM Archive Server,20,Open port default risk
10100,VERITAS ITAP DDTP,20,Open port default risk
10101,eZmeeting,20,Open port default risk
10102,eZproxy,20,Open port default risk
10103,eZrelay,20,Open port default risk
10104,Systemwalker Desktop Patrol,20,Open port default risk
10107,"VERITAS BCTP, server",20,Open port default risk
10110,NMEA-0183 Navigational Data,20,Open port default risk
10111,NMEA OneNet multicast messaging,20,Open port default risk
10113,NetIQ Endpoint,20,Open port default risk
10114,NetIQ Qcheck,20,Open port default risk
10115,NetIQ Endpoint,20,Open port default risk
10116,NetIQ VoIP Assessor,20,Open port default risk
10117,NetIQ IQCResource Managament Svc,20,Open port default risk
10125,HotLink CIMple REST API,20,Open port default risk
10128,BMC-PERFORM-SERVICE DAEMON,20,Open port default risk
10129,BMC General Manager Server,20,Open port default risk
10160,QB Database Server,20,Open port default risk
10161,SNMP-TLS,20,Open port default risk
10162,SNMP-Trap-TLS,20,Open port default risk
10200,Trigence AE Soap Service,20,Open port default risk
10201,Remote Server Management Service,20,Open port default risk
10252,Apollo Relay Port,20,Open port default risk
10253,Relay of EAPOL frames,20,Open port default risk
10260,Axis WIMP Port,20,Open port default risk
10261,Tile remote machine learning,20,Open port default risk
10288,Blocks,20,Open port default risk
10321,Computer Op System Information Report,20,Open port default risk
10439,BalanceNG session table synchronization protocol,20,Open port default risk
10500,HIP NAT-Traversal,20,Open port default risk
10540,MOS Media Object Metadata Port,20,Open port default risk
10541,MOS Running Order Port,20,Open port default risk
10542,MOS Low Priority Port,20,Open port default risk
10543,MOS SOAP Default Port,20,Open port default risk
10544,MOS SOAP Optional Port,20,Open port default risk
10548,Apple Document Sharing Service,20,Open port default risk
10631,Printopia Serve,20,Open port default risk
10800,Gestor de Acaparamiento para Pocket PCs,20,Open port default risk
10805,LUCIA Pareja Data Group,20,Open port default risk
10809,Linux Network Block Device,20,Open port default risk
10810,Nuance Mobile Care Discovery,20,Open port default risk
10860,Helix Client/Server,20,Open port default risk
10880,BVEssentials HTTP API,20,Open port default risk
10933,Listen port used by the Octopus Deploy Tentacle deployment agent,20,Open port default risk
10990,Auxiliary RMI Port,20,Open port default risk
11000,IRISA,20,Open port default risk
11001,Metasys,20,Open port default risk
11095,Nest device-to-device and device-to-service application protocol,20,Open port default risk
11103,OrigoDB Server Sync Interface,20,Open port default risk
11104,NetApp Intercluster Management,20,Open port default risk
11105,NetApp Intercluster Data,20,Open port default risk
11106,SGI LK Licensing service,20,Open port default risk
11108,Hardware Terminals Discovery and Low-Level Communication Protocol,20,Open port default risk
11109,Data migration facility Manager (DMF) is a browser based interface to DMF,20,Open port default risk
11110,Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF,20,Open port default risk
11111,Viral Computing Environment (VCE),20,Open port default risk
11112,DICOM,20,Open port default risk
11161,sun cacao snmp access point,20,Open port default risk
11162,sun cacao JMX-remoting access point,20,Open port default risk
11163,sun cacao rmi registry access point,20,Open port default risk
11164,sun cacao command-streaming access point,20,Open port default risk
11165,sun cacao web service access point,20,Open port default risk
11171,Surgical Notes Security Service Discovery (SNSS),20,Open port default risk
11172,OEM cacao JMX-remoting access point,20,Open port default risk
11173,Straton Runtime Programing,20,Open port default risk
11174,OEM cacao rmi registry access point,20,Open port default risk
11175,OEM cacao web service access point,20,Open port default risk
11201,smsqp,20,Open port default risk
11202,DCSL Network Backup Services,20,Open port default risk
11208,WiFree Service,20,Open port default risk
11211,Memory cache service,20,Open port default risk
11319,IMIP,20,Open port default risk
11320,IMIP Channels Port,20,Open port default risk
11321,Arena Server Listen,20,Open port default risk
11367,ATM UHAS,20,Open port default risk
11371,OpenPGP HTTP Keyserver,20,Open port default risk
11430,Lenbrook Service Discovery Protocol,20,Open port default risk
11489,ASG Cypress Secure Only,20,Open port default risk
11600,Tempest Protocol Port,20,Open port default risk
11623,EMC XtremSW distributed config,20,Open port default risk
11720,H.323 Call Control Signalling Alternate,20,Open port default risk
11723,EMC XtremSW distributed cache,20,Open port default risk
11751,Intrepid SSL,20,Open port default risk
11796,LanSchool,20,Open port default risk
11876,X2E Xoraya Multichannel protocol,20,Open port default risk
11877,X2E service discovery protocol,20,Open port default risk
11967,SysInfo Service Protocol,20,Open port default risk
11997,WorldMailExpress,20,Open port default risk
11998,WorldMailExpress,20,Open port default risk
11999,WorldMailExpress,20,Open port default risk
12000,IBM Enterprise Extender SNA XID Exchange,20,Open port default risk
12001,IBM Enterprise Extender SNA COS Network Priority,20,Open port default risk
12002,IBM Enterprise Extender SNA COS High Priority,20,Open port default risk
12003,IBM Enterprise Extender SNA COS Medium Priority,20,Open port default risk
12004,IBM Enterprise Extender SNA COS Low Priority,20,Open port default risk
12005,DBISAM Database Server - Regular,20,Open port default risk
12006,DBISAM Database Server - Admin,20,Open port default risk
12007,Accuracer Database System Server,20,Open port default risk
12008,Accuracer Database System Admin,20,Open port default risk
12009,Green Hills VPN,20,Open port default risk
12010,ElevateDB Server,20,Open port default risk
12012,Vipera Messaging Service,20,Open port default risk
12013,Vipera Messaging Service over SSL Communication,20,Open port default risk
12109,RETS over SSL,20,Open port default risk
12121,NuPaper Session Service,20,Open port default risk
12168,CA Web Access Service,20,Open port default risk
12172,HiveP,20,Open port default risk
12300,LinoGrid Engine,20,Open port default risk
12302,"Remote Administration Daemon (RAD) is a system service that offers secure, remote, programmatic access to Solaris system configuration and run-time state",20,Open port default risk
12321,Warehouse Monitoring Syst SSS,20,Open port default risk
12322,Warehouse Monitoring Syst,20,Open port default risk
12345,Italk Chat System,20,Open port default risk
12753,tsaf port,20,Open port default risk
12865,control port for the netperf benchmark,20,Open port default risk
13160,I-ZIPQD,20,Open port default risk
13216,Black Crow Software application logging,20,Open port default risk
13217,R&S Proxy Installation Assistant Service,20,Open port default risk
13218,EMC Virtual CAS Service,20,Open port default risk
13223,PowWow Client,20,Open port default risk
13224,PowWow Server,20,Open port default risk
13400,DoIP Data,20,Open port default risk
13720,BPRD Protocol (VERITAS NetBackup),20,Open port default risk
13721,BPDBM Protocol (VERITAS NetBackup),20,Open port default risk
13722,BP Java MSVC Protocol,20,Open port default risk
13724,Veritas Network Utility,20,Open port default risk
13782,VERITAS NetBackup,20,Open port default risk
13783,VOPIED Protocol,20,Open port default risk
13785,NetBackup Database,20,Open port default risk
13786,Veritas-nomdb,20,Open port default risk
13818,DSMCC Config,20,Open port default risk
13819,DSMCC Session Messages,20,Open port default risk
13820,DSMCC Pass-Thru Messages,20,Open port default risk
13821,DSMCC Download Protocol,20,Open port default risk
13822,DSMCC Channel Change Protocol,20,Open port default risk
13823,Blackmagic Design Streaming Server,20,Open port default risk
13894,Ultimate Control communication protocol,20,Open port default risk
13929,D-TA SYSTEMS,20,Open port default risk
13930,MedEvolve Port Requester,20,Open port default risk
14000,SCOTTY High-Speed Filetransfer,20,Open port default risk
14001,SUA,20,Open port default risk
14002,Discovery of a SCOTTY hardware codec board,20,Open port default risk
14033,sage Best! Config Server 1,20,Open port default risk
14034,sage Best! Config Server 2,20,Open port default risk
14141,VCS Application,20,Open port default risk
14142,IceWall Cert Protocol,20,Open port default risk
14143,IceWall Cert Protocol over TLS,20,Open port default risk
14145,GCM Application,20,Open port default risk
14149,Veritas Traffic Director,20,Open port default risk
14150,Veritas Cluster Server Command Server,20,Open port default risk
14154,Veritas Application Director,20,Open port default risk
14250,Fencing Server,20,Open port default risk
14414,CA eTrust Web Update Service,20,Open port default risk
14500,xpra network protocol,20,Open port default risk
14936,hde-lcesrvr-1,20,Open port default risk
14937,hde-lcesrvr-2,20,Open port default risk
15000,Hypack Data Aquisition,20,Open port default risk
15002,Open Network Environment TLS,20,Open port default risk
15118,v2g Supply Equipment Communication Controller Discovery Protocol,20,Open port default risk
15345,XPilot Contact Port,20,Open port default risk
15363,3Link Negotiation,20,Open port default risk
15555,Cisco Stateful NAT,20,Open port default risk
15660,Backup Express Restore Server,20,Open port default risk
15740,Picture Transfer Protocol,20,Open port default risk
15998,2ping Bi-Directional Ping Service,20,Open port default risk
15999,ProGrammar Enterprise,20,Open port default risk
16000,Administration Server Access,20,Open port default risk
16001,Administration Server Connector,20,Open port default risk
16002,GoodSync Mediation Service,20,Open port default risk
16003,Automation and Control by REGULACE.ORG,20,Open port default risk
16020,Filemaker Java Web Publishing Core,20,Open port default risk
16021,Filemaker Java Web Publishing Core Binary,20,Open port default risk
16161,Solaris SEA Port,20,Open port default risk
16162,Solaris Audit - secure remote audit log,20,Open port default risk
16309,etb4j,20,Open port default risk
16310,"Policy Distribute, Update Notification",20,Open port default risk
16311,Policy definition and update management,20,Open port default risk
16360,Network Serial Extension Ports One,20,Open port default risk
16361,Network Serial Extension Ports Two,20,Open port default risk
16367,Network Serial Extension Ports Three,20,Open port default risk
16368,Network Serial Extension Ports Four,20,Open port default risk
16384,Connected Corp,20,Open port default risk
16385,Reliable Datagram Sockets,20,Open port default risk
16619,X509 Objects Management Service,20,Open port default risk
16665,Reliable multipath data transport for high latencies,20,Open port default risk
16666,Vidder Tunnel Protocol,20,Open port default risk
16789,This server provides callable services to mainframe External Security Managers from any TCP/IP platform,20,Open port default risk
16900,Newbay Mobile Client Update Service,20,Open port default risk
16950,Simple Generic Client Interface Protocol,20,Open port default risk
16991,INTEL-RCI-MP,20,Open port default risk
16992,Intel(R) AMT SOAP/HTTP,20,Open port default risk
16993,Intel(R) AMT SOAP/HTTPS,20,Open port default risk
16994,Intel(R) AMT Redirection/TCP,20,Open port default risk
16995,Intel(R) AMT Redirection/TLS,20,Open port default risk
17184,Vestas Data Layer Protocol,20,Open port default risk
17185,Sounds Virtual,20,Open port default risk
17219,Chipper,20,Open port default risk
17220,IEEE 1722 Transport Protocol for Time Sensitive Applications,20,Open port default risk
17221,"IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control",20,Open port default risk
17222,Control Plane Synchronization Protocol (SPSP),20,Open port default risk
17223,ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application,20,Open port default risk
17224,Train Realtime Data Protocol (TRDP) Process Data,20,Open port default risk
17225,Train Realtime Data Protocol (TRDP) Message Data,20,Open port default risk
